START DATE,END DATE,Q,dQdt,Mode,log_Q,log_dQdt,WATERYEAR,Fire
2001-05-30,,1.2234245876400002e-05,-1.0495867776000024e-06,,-4.912422795565312,-5.978981649054092,2001,Pre-fire
2001-05-31,,1.0878529622000002e-05,-1.3557162543999998e-06,,-4.963429801347936,-5.8678311969314265,2001,Pre-fire
2001-06-01,,1.0320936646400002e-05,-5.575929756e-07,,-4.986280887795592,-6.253682705995725,2001,Pre-fire
2001-06-06,,1.12502582724e-05,-1.2245179071999994e-06,,-4.948837507331229,-5.91203485942348,2001,Pre-fire
2001-06-07,,8.593491741600002e-06,-2.656766530799998e-06,,-5.065830336054254,-5.57564660849535,2001,Pre-fire
2001-06-08,,8.2108298956e-06,-3.826618460000013e-07,,-5.085612945089493,-6.417184837743385,2001,Pre-fire
2001-06-09,,7.882834027600001e-06,-3.279958679999999e-07,,-5.103317617374232,-6.4841316273739995,2001,Pre-fire
2001-06-13,,7.117510335600001e-06,-2.645833335200001e-06,,-5.1476718935254695,-5.57743751611323,2001,Pre-fire
2001-06-14,,6.505251382000001e-06,-6.122589535999997e-07,,-5.186735916365112,-6.213064855087461,2001,Pre-fire
2001-06-15,,6.089789949200001e-06,-4.154614328000001e-07,,-5.215397686919933,-6.381469285476851,2001,Pre-fire
2001-06-18,,5.2698002792e-06,-3.389290636000012e-07,,-5.2782058438548125,-6.469891188259387,2001,Pre-fire
2001-06-20,,4.876205237600001e-06,-2.9519628120000026e-07,,-5.31191802338152,-6.529889117934674,2001,Pre-fire
2001-06-21,,4.5700757608e-06,-3.061294768000007e-07,,-5.340076600318627,-6.514094850751442,2001,Pre-fire
2001-06-16,2001-06-17,5.838326450400002e-06,-4.810606063999994e-07,Aggregated,-5.233711625065105,-6.317800205607475,2001,Pre-fire
2001-06-28,,4.799672868400001e-06,-2.1319731420000003e-06,,-5.31878836185154,-5.671218270731144,2001,Pre-fire
2001-06-29,,3.9250172204e-06,-8.746556480000012e-07,,-5.406158433515342,-6.0581628951017175,2001,Pre-fire
2001-07-03,,3.0175619856000006e-06,-3.826618459999996e-07,,-5.520343800028444,-6.417184837743386,2001,Pre-fire
2001-07-04,,2.569300966e-06,-4.482610196000006e-07,,-5.590185019821925,-6.348469025373926,2001,Pre-fire
2001-06-30,2001-07-01,3.7719524820000003e-06,-3.0612947679999944e-07,Aggregated,-5.423433787020388,-6.514094850751444,2001,Pre-fire
2001-07-17,2001-07-20,2.9874956977000005e-06,-9.83987603999998e-08,Aggregated,-5.524692711471921,-7.007010372654338,2001,Pre-fire
2001-07-24,,2.4818354012e-06,-3.061294768000007e-07,,-5.605227024900539,-6.514094850751442,2001,Pre-fire
2001-07-27,,1.6946453180000003e-06,-4.3732782399999995e-07,,-5.77092118392337,-6.3591928907657,2001,Pre-fire
2001-07-28,,1.3775826456000002e-06,-3.170626724000001e-07,,-5.860882336976099,-6.498854884194706,2001,Pre-fire
2001-07-25,2001-07-26,2.2850378804e-06,-3.4986225919999954e-07,Aggregated,-5.641106595982608,-6.456102903773757,2001,Pre-fire
2001-08-02,,1.6618457312000002e-06,-5.029269976000001e-07,,-5.7794092941488895,-6.298495050412088,2001,Pre-fire
2001-07-31,2001-08-01,2.2713713859000003e-06,-3.1706267239999946e-07,Aggregated,-5.643711849637513,-6.4988548841947065,2001,Pre-fire
2001-08-24,,1.2026515160000002e-06,-1.0386535820000003e-06,,-5.919860196935437,-5.983529276804814,2001,Pre-fire
2001-08-25,2001-08-27,9.621212128000001e-07,-1.6399793400000006e-07,Aggregated,-6.016770209943493,-6.785161623037981,2001,Pre-fire
2002-04-15,,0.0001036138947012,-0.000236211690938,,-3.9845820014688504,-3.626698611446413,2002,Pre-fire
2002-04-16,,7.036604688160001e-05,-3.324784781959998e-05,,-4.152636846666669,-4.47823646194953,2002,Pre-fire
2002-04-17,,6.871513434600002e-05,-1.650912535599994e-06,,-4.162947600071685,-5.782275934800494,2002,Pre-fire
2002-04-18,,6.0340306516400005e-05,-8.374827829600013e-06,,-4.219392488028398,-5.077024112461057,2002,Pre-fire
2002-04-19,,4.902444907040001e-05,-1.1315857445999994e-05,,-4.309587278170726,-4.946312532300725,2002,Pre-fire
2002-04-20,,4.0780819588000006e-05,-8.243629482400005e-06,,-4.389544050284974,-5.083881536223887,2002,Pre-fire
2002-04-21,,3.3138515863600006e-05,-7.6423037244e-06,,-4.47966694572604,-5.116775706347981,2002,Pre-fire
2002-04-22,,2.7070592305600003e-05,-6.067923558000003e-06,,-4.567502241745581,-5.216959898970985,2002,Pre-fire
2002-04-23,,2.22818526328e-05,-4.788739672800002e-06,,-4.652048702423254,-5.319778771589562,2002,Pre-fire
2002-04-24,,1.95376205372e-05,-2.7442320956000017e-06,,-4.709128329588017,-5.561579160612624,2002,Pre-fire
2002-04-25,,1.7689910480800003e-05,-1.847710056399997e-06,,-4.752274364817408,-5.733366177479989,2002,Pre-fire
2002-04-27,,1.7066718331600002e-05,-4.919938020000024e-07,,-4.7678499790312445,-6.3080403683183155,2002,Pre-fire
2002-04-28,,1.5055010341200002e-05,-2.0117079903999996e-06,,-4.822318941836738,-5.696435059084125,2002,Pre-fire
2002-04-29,,1.4224087475600002e-05,-8.309228656000002e-07,,-4.846975585532076,-6.08043928981287,2002,Pre-fire
2002-04-30,,1.3568095739600002e-05,-6.559917359999998e-07,,-4.867481100594932,-6.183101631710018,2002,Pre-fire
2002-05-01,,1.284650483e-05,-7.215909096000025e-07,,-4.891215015485907,-6.141708946551791,2002,Pre-fire
2002-05-02,,1.2365444223600002e-05,-4.810606063999977e-07,,-4.907790277168206,-6.317800205607476,2002,Pre-fire
2002-05-03,,1.1764118465600004e-05,-6.013257579999984e-07,,-4.929440610763291,-6.220890192599419,2002,Pre-fire
2002-05-04,,1.11409263164e-05,-6.231921492000027e-07,,-4.953078698087236,-6.205378026421169,2002,Pre-fire
2002-05-05,,1.08457300352e-05,-2.951962812000011e-07,,-4.964741209939483,-6.5298891179346725,2002,Pre-fire
2002-05-14,,8.331095047200002e-06,-4.919938020000007e-07,,-5.079297910754061,-6.308040368318317,2002,Pre-fire
2002-05-15,,7.882834027600001e-06,-4.482610196000006e-07,,-5.103317617374232,-6.348469025373926,2002,Pre-fire
2002-05-18,,7.204975900400002e-06,-4.810606063999994e-07,,-5.142367467499652,-6.317800205607475,2002,Pre-fire
2002-05-19,2002-05-20,6.9863119884000005e-06,-4.37327824000001e-07,Aggregated,-5.155752023935261,-6.359192890765699,2002,Pre-fire
2002-05-23,,6.723915294000001e-06,-1.0277203863999998e-06,,-5.172377766318245,-5.988125028493963,2002,Pre-fire
2002-05-24,,6.1444559272000015e-06,-5.794593667999992e-07,,-5.2115165665246,-6.236977012492873,2002,Pre-fire
2002-05-30,,6.614583338000001e-06,-2.667699726400001e-06,,-5.179497507441193,-5.5738630557549325,2002,Pre-fire
2002-05-31,,5.521263778000001e-06,-1.09331956e-06,,-5.257961503975,-5.961252882093662,2002,Pre-fire
2002-06-01,,4.7778064772000005e-06,-7.434573008000009e-07,,-5.32077144512324,-6.128743969387425,2002,Pre-fire
2002-06-02,,4.253013088400001e-06,-5.247933887999995e-07,,-5.371303280767954,-6.2800116447180745,2002,Pre-fire
2002-06-03,,3.739152895200001e-06,-5.138601931999999e-07,,-5.427226776037527,-6.289155024157944,2002,Pre-fire
2002-06-04,,3.061294768000001e-06,-6.778581271999999e-07,,-5.514094850751443,-6.168861192595408,2002,Pre-fire
2002-06-21,2002-06-22,3.3400912558000007e-06,-3.279958679999995e-07,Aggregated,-5.4762416675150885,-6.484131627374,2002,Pre-fire
2002-06-23,2002-06-24,2.987495697700001e-06,-3.8266184600000046e-07,Aggregated,-5.524692711471921,-6.4171848377433856,2002,Pre-fire
2002-06-25,2002-06-26,2.6649664275000003e-06,-3.3892906360000036e-07,Aggregated,-5.574308257723088,-6.469891188259389,2002,Pre-fire
2002-06-30,,2.9300964208000004e-06,-2.175705924400001e-06,,-5.533118088064873,-5.662399805683955,2002,Pre-fire
2002-07-01,,2.45996901e-06,-4.7012741080000024e-07,,-5.609070363982299,-6.327784426514075,2002,Pre-fire
2002-07-02,2002-07-04,2.2686380870000004e-06,-1.6399793399999996e-07,Aggregated,-5.64423478104555,-6.785161623037981,2002,Pre-fire
2002-07-08,2002-07-09,1.940642219e-06,-3.279958679999999e-07,Aggregated,-5.712054524702549,-6.4841316273739995,2002,Pre-fire
2002-08-21,,1.1151859512e-06,-4.5919421520000043e-07,,-5.952652710331744,-6.33800359169576,2002,Pre-fire
2002-08-22,2002-08-23,9.211217293000001e-07,-3.3892906359999994e-07,Aggregated,-6.035682972550285,-6.469891188259389,2002,Pre-fire
2003-05-06,,6.10509642304e-05,-2.0029614339200016e-05,,-4.214307472478557,-4.69832741276183,2003,Pre-fire
2003-05-07,,4.45418388744e-05,-1.6509125356000002e-05,,-4.351231857429516,-4.782275934800492,2003,Pre-fire
2003-05-08,,3.5806215590000004e-05,-8.735623284399994e-06,,-4.44604157776586,-5.058706102779671,2003,Pre-fire
2003-05-09,,2.8808970406e-05,-6.997245184000003e-06,,-4.540472262545096,-5.155072908109775,2003,Pre-fire
2003-05-10,,2.4741821642800004e-05,-4.0671487631999976e-06,,-4.606568328138933,-5.390709942211765,2003,Pre-fire
2003-05-11,,2.3233040650000004e-05,-1.5087809927999993e-06,,-4.633893947707332,-5.821373795692425,2003,Pre-fire
2003-05-12,,2.1265065442000005e-05,-1.9679752079999995e-06,,-4.672333276431935,-5.705980376990356,2003,Pre-fire
2003-05-13,,1.9351756212000003e-05,-1.9133092300000015e-06,,-4.713279615731855,-5.718214833407367,2003,Pre-fire
2003-05-14,,1.7547778938e-05,-1.803977274000002e-06,,-4.755777845352771,-5.743768937879755,2003,Pre-fire
2003-05-15,,1.6552858138400004e-05,-9.949207995999976e-07,,-4.781127006929608,-6.002211489772569,2003,Pre-fire
2003-05-16,,1.6104597118800003e-05,-4.482610196000006e-07,,-4.793050135251031,-6.348469025373926,2003,Pre-fire
2003-05-17,,1.5656336099200002e-05,-4.482610196000006e-07,,-4.805309864121825,-6.348469025373926,2003,Pre-fire
2003-05-18,,1.4956611580800004e-05,-6.997245183999982e-07,,-4.825166784709564,-6.1550729081097755,2003,Pre-fire
2003-05-19,,1.40054235636e-05,-9.511880172000043e-07,,-4.853703752348975,-6.021733629475041,2003,Pre-fire
2003-05-20,,1.3130767915600005e-05,-8.746556479999952e-07,,-4.881709874690755,-6.05816289510172,2003,Pre-fire
2003-05-21,,1.2693440091600002e-05,-4.373278240000027e-07,,-4.896420662355088,-6.359192890765697,2003,Pre-fire
2003-05-22,,1.2201446289600005e-05,-4.919938019999973e-07,,-4.913588687492101,-6.308040368318321,2003,Pre-fire
2003-05-23,,1.1304924250400002e-05,-8.965220392000029e-07,,-4.946732343335738,-6.047439029709944,2003,Pre-fire
2003-05-26,,1.04521349936e-05,-1.2682506896000012e-06,,-4.980794989817562,-5.896794892866743,2003,Pre-fire
2003-05-27,,9.4134814116e-06,-1.0386535820000011e-06,,-5.026249730640007,-5.983529276804814,2003,Pre-fire
2003-05-28,,9.1073519348e-06,-3.06129476799999e-07,,-5.040607880686874,-6.514094850751444,2003,Pre-fire
2003-06-10,,6.898846423600001e-06,-3.061294768000007e-07,,-5.161223522849528,-6.514094850751442,2003,Pre-fire
2003-06-11,,5.9367252108000015e-06,-9.621212127999997e-07,,-5.226453052504815,-6.016770209943493,2003,Pre-fire
2003-06-06,2003-06-08,7.500172181600001e-06,-1.475981405999997e-07,Aggregated,-5.12492876638691,-6.8309191135986564,2003,Pre-fire
2003-06-22,,4.6138085432000005e-06,-4.4826101959999977e-07,,-5.335940431131988,-6.348469025373927,2003,Pre-fire
2003-06-24,,3.9250172204e-06,-4.5919421520000106e-07,,-5.406158433515342,-6.33800359169576,2003,Pre-fire
2003-06-25,,3.6298209392e-06,-2.9519628120000026e-07,,-5.440114798389626,-6.529889117934674,2003,Pre-fire
2003-06-26,2003-06-27,3.4220902228e-06,-3.717286503999996e-07,Aggregated,-5.465708544547213,-6.429773965051407,2003,Pre-fire
2003-07-02,,3.0394283768000003e-06,-3.170626723999999e-07,,-5.517208086175585,-6.498854884194706,2003,Pre-fire
2003-07-03,2003-07-04,2.8043646714000004e-06,-4.1546143279999927e-07,Aggregated,-5.552165512645827,-6.381469285476852,2003,Pre-fire
2003-07-08,2003-07-10,2.3123708694e-06,-1.6946453179999976e-07,Aggregated,-5.6359425103826,-6.770921183923371,2003,Pre-fire
2003-07-15,2003-07-18,1.9215091267000003e-06,-1.2755394866666676e-07,Aggregated,-5.7163575484018,-6.894306092463048,2003,Pre-fire
2003-07-19,2003-07-21,1.4541150148000004e-06,-1.6399793400000006e-07,Aggregated,-5.837401241126575,-6.785161623037981,2003,Pre-fire
2003-08-07,2003-08-08,1.2053848149000001e-06,-2.9519628120000005e-07,Aggregated,-5.918874283953786,-6.529889117934674,2003,Pre-fire
2003-08-09,2003-08-18,8.527892568000001e-07,-3.401438631111112e-08,Aggregated,-6.069158279403181,-7.468337360190767,2003,Pre-fire
2004-06-11,,3.55000861132e-05,-1.5426738991600007e-05,,-4.44977059346766,-4.811725868339313,2004,Pre-fire
2004-06-12,,2.5857007594000007e-05,-9.643078519199994e-06,,-4.587421737019831,-5.015784296961843,2004,Pre-fire
2004-06-13,,1.983281681840001e-05,-6.0241907755999974e-06,,-4.702615599369585,-5.220101283241877,2004,Pre-fire
2004-06-14,,1.6202995879200003e-05,-3.6298209392000067e-06,,-4.7904046784503524,-5.440114798389625,2004,Pre-fire
2004-06-15,,1.3983557172400002e-05,-2.2194387068000005e-06,,-4.854382337615008,-5.653756844180449,2004,Pre-fire
2004-06-16,,1.2354511028e-05,-1.6290461444000017e-06,,-4.908174438610242,-5.788066613681387,2004,Pre-fire
2004-06-17,,1.1129993120800005e-05,-1.224517907199996e-06,,-4.953505104092922,-5.912034859423482,2004,Pre-fire
2004-06-18,,9.752410475200002e-06,-1.3775826456000023e-06,,-5.010888027717539,-5.860882336976098,2004,Pre-fire
2004-06-19,,8.735623284400002e-06,-1.0167871908000002e-06,,-5.05870610277967,-5.992769933539726,2004,Pre-fire
2004-06-20,,8.287362264800001e-06,-4.482610196000006e-07,,-5.081583676461608,-6.348469025373926,2004,Pre-fire
2004-06-21,,7.6641701156e-06,-6.23192149200001e-07,,-5.115534864127003,-6.20537802642117,2004,Pre-fire
2004-07-01,,5.816460059200001e-06,-1.6071797532000016e-06,,-5.235341249798614,-5.793935547345485,2004,Pre-fire
2004-07-02,2004-07-04,5.630595734000001e-06,-2.733298900000002e-07,Aggregated,-5.2494456530524705,-6.563312873421624,2004,Pre-fire
2004-07-05,2004-07-06,5.004670285900001e-06,-4.919938019999999e-07,Aggregated,-5.300624529119927,-6.308040368318318,2004,Pre-fire
2004-07-07,2004-07-10,4.561875864100001e-06,-1.2755394866666655e-07,Aggregated,-5.340856536742377,-6.894306092463049,2004,Pre-fire
2004-07-11,2004-07-12,4.1874139148e-06,-3.4986225919999996e-07,Aggregated,-5.378054108125039,-6.456102903773756,2004,Pre-fire
2004-07-13,2004-07-15,3.8922176336000005e-06,-2.295971076000001e-07,Aggregated,-5.409802884120786,-6.639033587359743,2004,Pre-fire
2004-07-20,,3.115960746e-06,-4.37327824000001e-07,,-5.506408022085152,-6.359192890765699,2004,Pre-fire
2004-07-21,2004-07-23,2.9246298230000006e-06,-2.1319731419999986e-07,Aggregated,-5.533929095736414,-6.671218270731144,2004,Pre-fire
2004-08-01,,2.1866391200000004e-06,-5.138601931999999e-07,,-5.660222886429681,-6.289155024157944,2004,Pre-fire
2004-08-02,2004-08-03,2.0253744849000008e-06,-3.8266184600000004e-07,Aggregated,-5.693494665442296,-6.417184837743386,2004,Pre-fire
2004-08-07,,2.0554407728000005e-06,-4.0452823719999967e-07,,-5.687095032829982,-6.393051158026667,2004,Pre-fire
2004-08-08,,1.6399793400000002e-06,-4.1546143280000033e-07,,-5.785161623037981,-6.381469285476851,2004,Pre-fire
2005-06-08,,5.844886367760001e-05,-3.543448693960001e-05,,-4.233223927673143,-4.450573851061452,2005,Pre-fire
2005-06-09,,3.5795282394400004e-05,-2.265358128320001e-05,,-4.446174207017739,-4.644863131020466,2005,Pre-fire
2005-06-10,,2.5649276877600008e-05,-1.0146005516799996e-05,,-4.590924874314151,-4.9937049058748,2005,Pre-fire
2005-06-11,,2.0816804422400004e-05,-4.8324724552000036e-06,,-4.681585938045206,-5.31583061274457,2005,Pre-fire
2005-06-12,,1.7853908414800004e-05,-2.9628960076000005e-06,,-4.748266697356994,-5.528283591219256,2005,Pre-fire
2005-06-13,,1.64325929868e-05,-1.4213154280000024e-06,,-4.784293901506754,-5.847309529786824,2005,Pre-fire
2005-06-14,,1.5208075079600002e-05,-1.2245179071999994e-06,,-4.8179257521016154,-5.91203485942348,2005,Pre-fire
2005-06-15,,1.38742252164e-05,-1.3338498632000022e-06,,-4.857791259998957,-5.874893051418913,2005,Pre-fire
2005-06-18,,1.69136535932e-05,-1.5306473839999985e-06,,-4.771762568394294,-5.815124846415424,2005,Pre-fire
2005-06-19,,1.4989411167600005e-05,-1.924242425599996e-06,,-4.824215427304149,-5.715740214279513,2005,Pre-fire
2005-06-20,,1.34259641968e-05,-1.563446970800004e-06,,-4.872054515288513,-5.805916844628599,2005,Pre-fire
2005-06-21,,1.2113980724800004e-05,-1.3119834719999963e-06,,-4.9167131217012505,-5.882071636046038,2005,Pre-fire
2005-06-22,,1.1643853314000005e-05,-4.701274107999998e-07,,-4.933903274318905,-6.327784426514075,2005,Pre-fire
2005-06-23,,1.08129304484e-05,-8.309228656000053e-07,,-4.966056590496482,-6.080439289812867,2005,Pre-fire
2005-06-24,,1.0178805103600002e-05,-6.341253447999972e-07,,-4.992303201112319,-6.197824888530726,2005,Pre-fire
2005-06-25,,9.7414772796e-06,-4.373278240000027e-07,,-5.011375178056787,-6.359192890765697,2005,Pre-fire
2005-06-26,,9.326015846800004e-06,-4.1546143279999503e-07,,-5.030303850926138,-6.381469285476856,2005,Pre-fire
2005-06-28,,9.1729511084e-06,-2.951962812000011e-07,,-5.037490921264961,-6.5298891179346725,2005,Pre-fire
2005-06-29,,8.374827829600002e-06,-7.98123278799998e-07,,-5.077024112461058,-6.097930021973207,2005,Pre-fire
2005-06-30,,7.926566810000001e-06,-4.482610196000006e-07,,-5.100914875522668,-6.348469025373926,2005,Pre-fire
2005-07-01,,7.6095041376000015e-06,-3.1706267239999946e-07,,-5.118643642483099,-6.4988548841947065,2005,Pre-fire
2005-07-02,,7.183109509200001e-06,-4.2639462840000056e-07,,-5.143687512533881,-6.370188275067162,2005,Pre-fire
2005-07-04,,6.559917360000001e-06,-3.3892906360000036e-07,,-5.183101631710018,-6.469891188259389,2005,Pre-fire
2005-07-11,,6.0788567536000005e-06,-1.1042527556000004e-06,,-5.216178090511605,-5.956931508311019,2005,Pre-fire
2005-07-12,,5.641528929600001e-06,-4.373278239999993e-07,,-5.24860318046645,-6.3591928907657,2005,Pre-fire
2005-07-13,2005-07-14,5.458397903300001e-06,-3.170626724000003e-07,Aggregated,-5.262934808550922,-6.498854884194706,2005,Pre-fire
2005-07-15,2005-07-16,5.1304020353e-06,-4.045282372000005e-07,Aggregated,-5.289848600800278,-6.393051158026666,2005,Pre-fire
2005-07-17,2005-07-18,4.6958075102e-06,-4.1546143279999927e-07,Aggregated,-5.3282897139264005,-6.381469285476852,2005,Pre-fire
2005-07-19,2005-07-20,4.3678116422e-06,-3.2799586800000076e-07,Aggregated,-5.359736098443651,-6.484131627373999,2005,Pre-fire
2005-07-23,,3.6298209392e-06,-7.215909096000008e-07,,-5.440114798389626,-6.141708946551793,2005,Pre-fire
2005-07-24,2005-07-25,3.3810907393e-06,-4.2639462840000014e-07,Aggregated,-5.470943173792503,-6.370188275067163,2005,Pre-fire
2005-07-26,2005-07-27,2.9683626054000003e-06,-3.935950415999988e-07,Aggregated,-5.527483048168796,-6.404950381326376,2005,Pre-fire
2005-08-02,2005-08-03,3.3537577503000002e-06,-3.3892906360000036e-07,Aggregated,-5.47446831069462,-6.469891188259389,2005,Pre-fire
2005-08-04,2005-08-05,2.9492295131e-06,-2.9519628120000026e-07,Aggregated,-5.530291428738713,-6.529889117934674,2005,Pre-fire
2005-08-12,2005-08-14,2.487301999000001e-06,-1.7493112959999998e-07,Aggregated,-5.604271481100531,-6.757132899437737,2005,Pre-fire
2005-08-21,,1.6290461444000002e-06,-6.669249315999996e-07,,-5.788066613681388,-6.175923047082895,2005,Pre-fire
2005-08-19,2005-08-20,2.4791021023000003e-06,-3.170626724000003e-07,Aggregated,-5.605705586361529,-6.498854884194706,2005,Pre-fire
2005-08-23,2005-08-25,1.5142475906000003e-06,-1.749311296000002e-07,Aggregated,-5.819803108693194,-6.757132899437736,2005,Pre-fire
2006-04-17,,5.3397727310400014e-05,-2.69940599364e-05,,-4.272477226820817,-4.56873179216173,2006,Pre-fire
2006-04-18,,4.307679066400001e-05,-1.0320936646400004e-05,,-4.3657566602680875,-4.986280887795592,2006,Pre-fire
2006-04-19,,3.56750172428e-05,-7.401773421200008e-06,,-4.447635808305787,-5.130664213408517,2006,Pre-fire
2006-04-20,,2.82295110392e-05,-7.445506203600003e-06,,-4.5492966441632605,-5.128105770180876,2006,Pre-fire
2006-04-21,,2.29269111732e-05,-5.302599866e-06,,-4.639654451628318,-5.275511143491398,2006,Pre-fire
2006-04-22,,2.0445075772000004e-05,-2.4818354011999943e-06,,-4.689411275557163,-5.60522702490054,2006,Pre-fire
2006-04-23,,1.7788309241200003e-05,-2.6567665308000015e-06,,-4.749865329156803,-5.575646608495349,2006,Pre-fire
2006-04-24,,1.6640323703200004e-05,-1.1479855379999988e-06,,-4.778838229659107,-5.940063583023724,2006,Pre-fire
2006-04-25,,1.6071797532e-05,-5.68526171200003e-07,,-4.793935547345486,-6.24524953845886,2006,Pre-fire
2006-04-26,,1.4923811994000002e-05,-1.1479855379999988e-06,,-4.826120230716887,-5.940063583023724,2006,Pre-fire
2006-04-27,,1.4322486236000004e-05,-6.013257579999984e-07,,-4.843981586437898,-6.220890192599419,2006,Pre-fire
2006-04-28,,1.3436897392400004e-05,-8.855888435999999e-07,,-4.871700999207207,-6.052767863215012,2006,Pre-fire
2006-04-29,,1.2343577832400004e-05,-1.0933195599999991e-06,,-4.908558940168693,-5.961252882093662,2006,Pre-fire
2006-04-30,,1.1501721771200005e-05,-8.418560611999998e-07,,-4.939237142275942,-6.07476215692118,2006,Pre-fire
2006-05-01,,1.0550533754e-05,-9.511880172000043e-07,,-4.9767255687498695,-6.021733629475041,2006,Pre-fire
2006-05-02,,1.0069473147600004e-05,-4.81060606399996e-07,,-4.9969932518968125,-6.317800205607478,2006,Pre-fire
2006-05-04,,9.074552348000002e-06,-7.434573008e-07,,-5.0421747897175875,-6.1287439693874255,2006,Pre-fire
2006-05-05,2006-05-06,8.872288229400002e-06,-3.06129476799999e-07,Aggregated,-5.051964357931411,-6.514094850751444,2006,Pre-fire
2006-05-08,,8.866821631600002e-06,-6.559917359999981e-07,,-5.052232027882505,-6.183101631710019,2006,Pre-fire
2006-05-09,,7.7516356804e-06,-1.1151859512000017e-06,,-5.110606646910595,-5.952652710331743,2006,Pre-fire
2006-05-10,,7.2159090960000015e-06,-5.357265843999991e-07,,-5.141708946551793,-6.271056802065149,2006,Pre-fire
2006-05-11,,6.789514467600001e-06,-4.2639462840000056e-07,,-5.168161281917081,-6.370188275067162,2006,Pre-fire
2006-05-29,,1.5721935272800003e-05,-8.090564744e-06,,-4.8034939960467975,-5.092021162362686,2006,Pre-fire
2006-05-30,,1.07363980792e-05,-4.985537193600003e-06,,-4.969141394306712,-5.302288039429227,2006,Pre-fire
2006-05-31,,8.899621218400001e-06,-1.8367768607999992e-06,,-5.0506284772044605,-5.735943600367799,2006,Pre-fire
2006-06-05,,1.5907799598000003e-05,-3.1378271371999975e-06,,-4.798389888771736,-5.50337098535967,2006,Pre-fire
