START DATE,Q,dQdt,Mode,log_Q,log_dQdt,WATERYEAR,Fire,END DATE
2002-04-24,5.6743285164000014e-05,-3.170626723999993e-06,Raw,-4.246085524245204,-5.4988548841947065,2002,Pre-fire,
2002-04-25,5.630595734000001e-05,-4.373278240000044e-07,Raw,-4.2494456530524705,-6.359192890765695,2002,Pre-fire,
2002-04-27,5.630595734000001e-05,-1.3119834719999929e-06,Raw,-4.2494456530524705,-5.88207163604604,2002,Pre-fire,
2002-04-28,5.1714015188000014e-05,-4.591942151999995e-06,Raw,-4.28639174135585,-5.338003591695761,2002,Pre-fire,
2002-04-29,5.0402031716000014e-05,-1.3119834719999997e-06,Raw,-4.297551956704013,-5.882071636046037,2002,Pre-fire,
2002-05-04,5.357265844000001e-05,-3.607954548000011e-06,Raw,-4.271056802065148,-5.442738942215773,2002,Pre-fire,
2002-05-05,5.083935954000001e-05,-2.7332988999999953e-06,Raw,-4.293799929203708,-5.563312873421625,2002,Pre-fire,
2002-05-06,4.810606064000001e-05,-2.733298900000002e-06,Raw,-4.317800205607474,-5.563312873421624,2002,Pre-fire,
2002-05-07,4.351411848800001e-05,-4.591942152000002e-06,Raw,-4.361369810019974,-5.338003591695761,2002,Pre-fire,
2002-05-08,4.034349176400001e-05,-3.1706267239999997e-06,Raw,-4.3942265159346015,-5.498854884194706,2002,Pre-fire,
2002-05-09,3.8594180468e-05,-1.7493112960000108e-06,Raw,-4.413478176705839,-5.757132899437734,2002,Pre-fire,
2002-05-10,3.6298209392000006e-05,-2.295971075999991e-06,Raw,-4.440114798389625,-5.639033587359744,2002,Pre-fire,
2002-05-11,3.586088156800001e-05,-4.373278239999976e-07,Raw,-4.445379038381983,-6.359192890765701,2002,Pre-fire,
2002-05-19,4.723140499200001e-05,-1.7493112960000108e-06,Raw,-4.325769135278749,-5.757132899437734,2002,Pre-fire,
2002-05-20,4.4935433916e-05,-2.2959710760000045e-06,Raw,-4.347411060217593,-5.639033587359742,2002,Pre-fire,
2002-05-21,4.351411848800001e-05,-1.4213154279999957e-06,Raw,-4.361369810019974,-5.847309529786826,2002,Pre-fire,
2002-05-30,6.942579206e-05,-9.511880172000006e-06,Raw,-4.158479156801686,-5.021733629475043,2002,Pre-fire,
2002-05-31,5.892992428400001e-05,-1.0495867775999997e-05,Raw,-4.229664116906923,-4.978981649054093,2002,Pre-fire,
2002-06-01,5.2151343012000005e-05,-6.778581272000004e-06,Raw,-4.282734503053548,-5.168861192595408,2002,Pre-fire,
2002-06-02,4.6247417388000016e-05,-5.903925623999988e-06,Raw,-4.334912514718619,-5.228859122270694,2002,Pre-fire,
2002-06-03,4.1764807192e-05,-4.48261019600002e-06,Raw,-4.379189519181953,-5.348469025373924,2002,Pre-fire,
2002-06-04,3.990616394e-05,-1.858643252e-06,Raw,-4.3989600176371875,-5.730803960715388,2002,Pre-fire,
2002-06-05,3.9031508292e-05,-8.746556479999952e-07,Raw,-4.4085846659814685,-6.05816289510172,2002,Pre-fire,
2002-06-06,3.6735537216e-05,-2.2959710760000045e-06,Raw,-4.434913604703818,-5.639033587359742,2002,Pre-fire,
2002-06-07,3.3127582668e-05,-3.6079545479999973e-06,Raw,-4.479810253591356,-5.442738942215774,2002,Pre-fire,
2002-06-08,2.9956955944000007e-05,-3.170626723999993e-06,Raw,-4.523502319273273,-5.4988548841947065,2002,Pre-fire,
2002-06-09,2.7223657044000008e-05,-2.7332988999999987e-06,Raw,-4.565053534997925,-5.563312873421625,2002,Pre-fire,
2002-06-10,2.5911673572000005e-05,-1.311983472000003e-06,Raw,-4.586504536083558,-5.882071636046036,2002,Pre-fire,
2002-06-19,2.6786329220000004e-05,-9.511880172000003e-06,Raw,-4.5720867977291295,-5.021733629475043,2002,Pre-fire,
2002-06-20,2.3615702496000004e-05,-3.1706267239999997e-06,Raw,-4.6267991309427305,-5.498854884194706,2002,Pre-fire,
2002-06-21,2.1757059244000004e-05,-1.858643252e-06,Raw,-4.662399805683955,-5.730803960715388,2002,Pre-fire,
2002-06-22,2.0882403596e-05,-8.746556480000054e-07,Raw,-4.680219514845934,-6.058162895101716,2002,Pre-fire,
2002-06-23,1.9461088168000003e-05,-1.4213154279999957e-06,Raw,-4.710832879784768,-5.847309529786826,2002,Pre-fire,
2002-06-24,1.8149104696000003e-05,-1.3119834719999997e-06,Raw,-4.741144794053606,-5.882071636046037,2002,Pre-fire,
2002-06-25,1.7274449048000004e-05,-8.746556479999986e-07,Raw,-4.762595795139239,-6.058162895101719,2002,Pre-fire,
2002-06-26,1.6290461444000003e-05,-9.839876040000014e-07,Raw,-4.788066613681387,-6.007010372654336,2002,Pre-fire,
2002-06-27,1.5853133620000002e-05,-4.37327824000001e-07,Raw,-4.799884879858687,-6.359192890765699,2002,Pre-fire,
2002-06-28,1.5415805796e-05,-4.37327824000001e-07,Raw,-4.8120337694382815,-6.359192890765699,2002,Pre-fire,
2002-06-30,1.6290461444000003e-05,-2.2959710759999977e-06,Raw,-4.788066613681387,-5.639033587359743,2002,Pre-fire,
2002-07-01,1.4978477972000003e-05,-1.3119834719999997e-06,Raw,-4.8245323149372545,-5.882071636046037,2002,Pre-fire,
2002-07-02,1.4103822324000005e-05,-8.746556479999986e-07,Raw,-4.850663171794412,-6.058162895101719,2002,Pre-fire,
2002-07-03,1.3666494500000002e-05,-4.373278240000027e-07,Raw,-4.864342869085605,-6.359192890765697,2002,Pre-fire,
2002-07-04,1.3119834720000002e-05,-5.466597800000004e-07,Raw,-4.882071636046037,-6.2622828777576425,2002,Pre-fire,
2002-07-05,1.2682506896000002e-05,-4.373278239999993e-07,Raw,-4.896794892866743,-6.3591928907657,2002,Pre-fire,
2002-07-06,1.2245179072000005e-05,-4.373278239999976e-07,Raw,-4.91203485942348,-6.359192890765701,2002,Pre-fire,
2002-07-08,1.1807851248000002e-05,-4.373278240000027e-07,Raw,-4.927829126606712,-6.359192890765697,2002,Pre-fire,
2002-07-09,1.1370523424e-05,-4.373278240000027e-07,Raw,-4.944219542794881,-6.359192890765697,2002,Pre-fire,
2002-07-10,1.0933195600000002e-05,-4.373278239999976e-07,Raw,-4.961252882093662,-6.359192890765701,2002,Pre-fire,
2002-07-11,1.038653582e-05,-5.466597800000021e-07,Raw,-4.983529276804814,-6.262282877757642,2002,Pre-fire,
2002-07-24,8.199896700000001e-06,-4.37327824000001e-07,Raw,-5.086191618701962,-6.359192890765699,2002,Pre-fire,
2002-07-25,7.762568876e-06,-4.37327824000001e-07,Raw,-5.109994533374587,-6.359192890765699,2002,Pre-fire,
2002-07-26,7.2159090960000015e-06,-5.466597799999987e-07,Raw,-5.141708946551793,-6.262282877757644,2002,Pre-fire,
2003-04-12,9.982007582800002e-05,-9.074552347999981e-06,Raw,-4.000782104559363,-5.042174789717588,2003,Pre-fire,
2003-04-13,9.83987604e-05,-1.4213154280000295e-06,Raw,-4.007010372654337,-5.847309529786816,2003,Pre-fire,
2003-04-14,8.757489675600001e-05,-1.0823863643999985e-05,Raw,-4.057620366009424,-4.965617687496112,2003,Pre-fire,
2003-04-15,7.937500005600001e-05,-8.1998967e-06,Raw,-4.100316261393568,-5.086191618701962,2003,Pre-fire,
2003-04-16,7.532971768400001e-05,-4.045282372000002e-06,Raw,-4.123033660186036,-5.393051158026666,2003,Pre-fire,
2003-04-19,7.303374660800001e-05,-7.215909096000008e-06,Raw,-4.136476419618116,-5.141708946551793,2003,Pre-fire,
2003-04-20,6.712982098400001e-05,-5.903925624000002e-06,Raw,-4.173084510952494,-5.228859122270693,2003,Pre-fire,
2003-04-21,6.483384990800001e-05,-2.2959710759999977e-06,Raw,-4.188198188729399,-5.639033587359743,2003,Pre-fire,
2003-04-22,6.122589536e-05,-3.607954548000004e-06,Raw,-4.213064855087461,-5.442738942215774,2003,Pre-fire,
2003-04-23,6.0351239712e-05,-8.746556480000088e-07,Raw,-4.219313804364463,-6.058162895101714,2003,Pre-fire,
2003-04-25,6.439652208400001e-05,-6.3412534479999994e-06,Raw,-4.19113758730656,-5.197824888530724,2003,Pre-fire,
2003-04-26,6.1663223184e-05,-2.733298900000009e-06,Raw,-4.209973778110319,-5.563312873421623,2003,Pre-fire,
2003-04-27,5.892992428400001e-05,-2.7332988999999953e-06,Raw,-4.229664116906923,-5.563312873421625,2003,Pre-fire,
2003-04-28,5.575929756e-05,-3.1706267240000065e-06,Raw,-4.253682705995725,-5.498854884194705,2003,Pre-fire,
2003-04-29,5.3135330616000016e-05,-2.6239669439999857e-06,Raw,-4.274616612831368,-5.581041640382058,2003,Pre-fire,
2003-04-30,5.1714015188000014e-05,-1.4213154280000024e-06,Raw,-4.28639174135585,-5.847309529786824,2003,Pre-fire,
2003-05-01,4.9855371936e-05,-1.8586432520000136e-06,Raw,-4.302288039429227,-5.7308039607153844,2003,Pre-fire,
2003-05-02,4.9418044112e-05,-4.373278239999976e-07,Raw,-4.30611444728228,-6.359192890765701,2003,Pre-fire,
2003-05-06,6.1663223184e-05,-4.591942151999995e-06,Raw,-4.209973778110319,-5.338003591695761,2003,Pre-fire,
2003-05-07,5.630595734000001e-05,-5.357265843999995e-06,Raw,-4.2494456530524705,-5.271056802065148,2003,Pre-fire,
2003-05-08,5.258867083600001e-05,-3.717286504e-06,Raw,-4.27910780571983,-5.429773965051407,2003,Pre-fire,
2003-05-09,4.898071628800002e-05,-3.6079545479999906e-06,Raw,-4.309974868095518,-5.442738942215775,2003,Pre-fire,
2003-05-10,4.6247417388000016e-05,-2.733298900000002e-06,Raw,-4.334912514718619,-5.563312873421624,2003,Pre-fire,
2003-05-15,5.0402031716000014e-05,-1.7493112959999905e-06,Raw,-4.297551956704013,-5.75713289943774,2003,Pre-fire,
2003-05-16,4.581008956400001e-05,-4.591942152000002e-06,Raw,-4.339038859127366,-5.338003591695761,2003,Pre-fire,
2003-05-17,4.2202135016e-05,-3.607954548000011e-06,Raw,-4.374665577421907,-5.442738942215773,2003,Pre-fire,
2003-05-18,3.8594180468e-05,-3.607954548000004e-06,Raw,-4.413478176705839,-5.442738942215774,2003,Pre-fire,
2003-05-19,3.586088156800001e-05,-2.7332988999999885e-06,Raw,-4.445379038381983,-5.563312873421626,2003,Pre-fire,
2003-05-20,3.4439566140000006e-05,-1.4213154280000024e-06,Raw,-4.462942328304061,-5.847309529786824,2003,Pre-fire,
2003-05-25,3.9031508292e-05,-2.2959710760000045e-06,Raw,-4.4085846659814685,-5.639033587359742,2003,Pre-fire,
2003-05-26,3.4439566140000006e-05,-4.591942151999995e-06,Raw,-4.462942328304061,-5.338003591695761,2003,Pre-fire,
2003-05-27,3.181559919600001e-05,-2.6239669439999993e-06,Raw,-4.497359893107754,-5.581041640382056,2003,Pre-fire,
2003-05-28,3.0831611592e-05,-9.839876040000048e-07,Raw,-4.5110037737743,-6.007010372654335,2003,Pre-fire,
2003-05-29,2.8535640516000004e-05,-2.2959710759999977e-06,Raw,-4.54461237475538,-5.639033587359743,2003,Pre-fire,
2003-05-30,2.7660984868e-05,-8.746556480000054e-07,Raw,-4.558132360917844,-6.058162895101716,2003,Pre-fire,
2003-05-31,2.4927685968e-05,-2.7332988999999987e-06,Raw,-4.603318035093208,-5.563312873421625,2003,Pre-fire,
2003-06-01,2.2741046848e-05,-2.1866391200000017e-06,Raw,-4.6431895471309,-5.66022288642968,2003,Pre-fire,
2003-06-02,2.1319731420000003e-05,-1.4213154279999957e-06,Raw,-4.671218270731144,-5.847309529786826,2003,Pre-fire,
2003-06-03,2.0007747948000003e-05,-1.3119834719999997e-06,Raw,-4.698801792363232,-5.882071636046037,2003,Pre-fire,
2003-06-04,1.858643252e-05,-1.4213154280000024e-06,Raw,-4.730803960715388,-5.847309529786824,2003,Pre-fire,
2003-06-05,1.7711776872000005e-05,-8.746556479999952e-07,Raw,-4.7517378675510304,-6.05816289510172,2003,Pre-fire,
2003-06-06,1.6837121224000003e-05,-8.74655648000002e-07,Raw,-4.773732161257199,-6.0581628951017175,2003,Pre-fire,
2003-06-07,1.5853133620000002e-05,-9.839876040000014e-07,Raw,-4.799884879858687,-6.007010372654336,2003,Pre-fire,
2003-06-08,1.5415805796e-05,-4.37327824000001e-07,Raw,-4.8120337694382815,-6.359192890765699,2003,Pre-fire,
2003-06-09,1.4978477972000003e-05,-4.373278239999976e-07,Raw,-4.8245323149372545,-6.359192890765701,2003,Pre-fire,
2003-06-10,1.4541150148000002e-05,-4.37327824000001e-07,Raw,-4.837401241126576,-6.359192890765699,2003,Pre-fire,
2003-06-11,1.4103822324000005e-05,-4.373278239999976e-07,Raw,-4.850663171794412,-6.359192890765701,2003,Pre-fire,
2003-06-12,1.3666494500000002e-05,-4.373278240000027e-07,Raw,-4.864342869085605,-6.359192890765697,2003,Pre-fire,
2003-06-25,9.949207996000002e-06,-4.373278239999976e-07,Raw,-5.002211489772568,-6.359192890765701,2003,Pre-fire,
2003-06-26,9.511880172e-06,-4.373278240000027e-07,Raw,-5.021733629475043,-6.359192890765697,2003,Pre-fire,
2003-06-27,9.074552348000002e-06,-4.373278239999976e-07,Raw,-5.0421747897175875,-6.359192890765701,2003,Pre-fire,
2004-06-11,6.1663223184e-05,-8.637224523999997e-06,Raw,-4.209973778110319,-5.06362579080322,2004,Pre-fire,
2004-06-12,5.357265844000001e-05,-8.090564743999997e-06,Raw,-4.271056802065148,-5.092021162362686,2004,Pre-fire,
2004-06-13,4.810606064000001e-05,-5.466597799999997e-06,Raw,-4.317800205607474,-5.262282877757643,2004,Pre-fire,
2004-06-14,4.2202135016e-05,-5.903925624000009e-06,Raw,-4.374665577421907,-5.228859122270692,2004,Pre-fire,
2004-06-15,3.7610192864000006e-05,-4.591942151999995e-06,Raw,-4.424694439522131,-5.338003591695761,2004,Pre-fire,
2004-06-16,3.4002238316e-05,-3.607954548000004e-06,Raw,-4.468492493066824,-5.442738942215774,2004,Pre-fire,
2004-06-17,3.1268939416000006e-05,-2.7332988999999953e-06,Raw,-4.5048868489646186,-5.563312873421625,2004,Pre-fire,
2004-06-18,2.8535640516000004e-05,-2.733298900000002e-06,Raw,-4.54461237475538,-5.563312873421624,2004,Pre-fire,
2004-06-19,2.634900139600001e-05,-2.186639119999995e-06,Raw,-4.579235839518793,-5.660222886429682,2004,Pre-fire,
2004-06-20,2.449035814400001e-05,-1.858643252e-06,Raw,-4.611004863759499,-5.730803960715388,2004,Pre-fire,
2004-06-21,2.317837467200001e-05,-1.3119834719999997e-06,Raw,-4.6349170211649104,-5.882071636046037,2004,Pre-fire,
2004-06-22,2.1757059244000004e-05,-1.4213154280000058e-06,Raw,-4.662399805683955,-5.847309529786823,2004,Pre-fire,
2004-06-23,2.0882403596e-05,-8.746556480000054e-07,Raw,-4.680219514845934,-6.058162895101716,2004,Pre-fire,
2004-06-24,1.9461088168000003e-05,-1.4213154279999957e-06,Raw,-4.710832879784768,-5.847309529786826,2004,Pre-fire,
2004-06-25,1.858643252e-05,-8.74655648000002e-07,Raw,-4.730803960715388,-6.0581628951017175,2004,Pre-fire,
2004-06-26,1.7711776872000005e-05,-8.746556479999952e-07,Raw,-4.7517378675510304,-6.05816289510172,2004,Pre-fire,
2004-06-27,1.6837121224000003e-05,-8.74655648000002e-07,Raw,-4.773732161257199,-6.0581628951017175,2004,Pre-fire,
2004-06-28,1.6290461444000003e-05,-5.466597800000004e-07,Raw,-4.788066613681387,-6.2622828777576425,2004,Pre-fire,
2004-06-29,1.5853133620000002e-05,-4.37327824000001e-07,Raw,-4.799884879858687,-6.359192890765699,2004,Pre-fire,
2004-06-30,1.4978477972000003e-05,-8.746556479999986e-07,Raw,-4.8245323149372545,-6.058162895101719,2004,Pre-fire,
2004-07-01,1.4541150148000002e-05,-4.37327824000001e-07,Raw,-4.837401241126576,-6.359192890765699,2004,Pre-fire,
2004-07-02,1.4103822324000005e-05,-4.373278239999976e-07,Raw,-4.850663171794412,-6.359192890765701,2004,Pre-fire,
2004-07-03,1.3666494500000002e-05,-4.373278240000027e-07,Raw,-4.864342869085605,-6.359192890765697,2004,Pre-fire,
2004-07-04,1.3119834720000002e-05,-5.466597800000004e-07,Raw,-4.882071636046037,-6.2622828777576425,2004,Pre-fire,
2004-07-05,1.2682506896000002e-05,-4.373278239999993e-07,Raw,-4.896794892866743,-6.3591928907657,2004,Pre-fire,
2004-07-06,1.2245179072000005e-05,-4.373278239999976e-07,Raw,-4.91203485942348,-6.359192890765701,2004,Pre-fire,
2004-07-07,1.1807851248000002e-05,-4.373278240000027e-07,Raw,-4.927829126606712,-6.359192890765697,2004,Pre-fire,
2004-07-08,1.1370523424e-05,-4.373278240000027e-07,Raw,-4.944219542794881,-6.359192890765697,2004,Pre-fire,
2005-06-09,5.488464191200001e-05,-1.1370523423999992e-05,Raw,-4.260549164948642,-4.944219542794881,2005,Pre-fire,
2005-06-10,4.723140499200001e-05,-7.653236919999999e-06,Raw,-4.325769135278749,-5.116154842079405,2005,Pre-fire,
2005-06-11,4.4935433916e-05,-2.2959710760000045e-06,Raw,-4.347411060217593,-5.639033587359742,2005,Pre-fire,
2005-06-12,4.2202135016e-05,-2.733298900000002e-06,Raw,-4.374665577421907,-5.563312873421624,2005,Pre-fire,
2005-06-13,3.8156852644000006e-05,-4.045282371999995e-06,Raw,-4.4184274551344815,-5.393051158026667,2005,Pre-fire,
2005-06-14,3.4986225920000006e-05,-3.1706267239999997e-06,Raw,-4.456102903773756,-5.498854884194706,2005,Pre-fire,
